ID,noise,X,Y_Z_1,Y_Z_0,S_inclusion_prob,Z,Z_cond_prob,Y,condition
0041,0.6807123685197457,1.0887512834655884,3.5958467247484713,1.7694636519853342,0.8618682100081563,0,0.5,1.7694636519853342,Control
0045,0.9002006358284916,0.8546747013819075,2.7884756768839507,1.7548753372103991,0.803634370134114,0,0.5,1.7548753372103991,Control
0047,-1.0985940860751255,2.678634612233734,14.590889991754874,1.5800405261586086,0.9963038494073339,0,0.5,1.5800405261586086,Control
0049,0.20452243918414728,0.6587018173560074,1.4016495162383649,0.8632242565401547,0.7449563671278474,1,0.5,1.4016495162383649,Treatment
0050,0.5031127092460208,0.0503454044907427,0.5333547309980652,0.5534581137367635,0.5200764289644788,0,0.5,0.5534581137367635,Control
0052,0.45282649440770417,1.318493792628992,4.588925153124566,1.771320287036696,0.9063307991757322,0,0.5,1.771320287036696,Control
0053,0.8506350366656744,1.2459657851687527,4.578479404872423,2.096600821834427,0.8936115216922965,0,0.5,2.096600821834427,Control
0054,-0.2824053443934191,0.8790786806418731,1.7026926494456303,0.596673336248454,0.8103206918470232,1,0.5,1.7026926494456303,Treatment
0056,1.0911467092447606,2.81735201501647,18.374767469787724,3.9084987242612304,0.9975789288498147,0,0.5,3.9084987242612304,Control
0057,0.2906959009825727,0.6583738394385635,1.4867950456160053,0.9490697404211362,0.7448510293930821,0,0.5,0.9490697404211362,Control
0059,-0.34241271777599686,0.21594230721066432,-0.14117940408373486,-0.12647041056533254,0.5854836406897287,0,0.5,-0.12647041056533254,Control
0062,-2.048765328159555,0.8097598176632386,-0.3324634947239331,-1.2390055104963165,0.7909608844815026,1,0.5,-0.3324634947239331,Treatment
0064,-0.18970413232797326,0.3351714049618355,0.20256131156112597,0.14546727263386225,0.6312521043764496,1,0.5,0.20256131156112597,Treatment
0065,-1.2094787115332903,0.3239641338356912,-0.8375911245916254,-0.8855145776975991,0.6270174059328169,1,0.5,-0.8375911245916254,Treatment
0066,-1.0521358822849114,0.09635815113370139,-0.9853870201382502,-0.95577773115121,0.5383819360162027,0,0.5,-0.95577773115121,Control
0067,-0.7275241445623575,0.8361644808804298,1.0889001740499349,0.10864033631807235,0.7984688113118134,0,0.5,0.10864033631807235,Control
0069,-0.18761483420817296,-0.4431445857860018,-0.01643287927827966,-0.6307594199941747,0.3288305787755206,0,0.5,-0.6307594199941747,Control
0070,1.462689213056713,0.5979804924754386,2.4768407980567684,2.0606697055321517,0.7250735252421068,0,0.5,2.0606697055321517,Control
0072,0.3398378633177298,-1.0794910742218116,2.1306942848559456,-0.7396532109040818,0.14018443533567368,0,0.5,-0.7396532109040818,Control
0077,-2.0171234043691375,0.44564130200323243,-1.3971104132652488,-1.5714821023659051,0.6720718144273163,0,0.5,-1.5714821023659051,Control
0080,0.2971694812121881,0.4766439590179904,0.9898703880578708,0.7738134402301785,0.6831921624258892,1,0.5,0.9898703880578708,Treatment
0082,-1.3309212767764598,-0.5434629637312701,-1.0119487727469432,-1.8743842405077298,0.2934055421469649,1,0.5,-1.0119487727469432,Treatment
0084,-0.051898710624558114,0.12135414371972876,0.03823201763120343,0.06945543309517065,0.5482947318126946,0,0.5,0.06945543309517065,Control
0085,0.18200187506621865,1.49381524663233,5.391877480524801,1.6758171216985487,0.932388042320585,1,0.5,5.391877480524801,Treatment
0087,-0.20729454611299974,0.4904187268604481,0.5189358726280697,0.28312418074744833,0.688081186123906,1,0.5,0.5189358726280697,Treatment
0088,0.4601194148300185,2.2800850171511944,11.99773729428034,2.740204431981213,0.988698676665435,0,0.5,2.740204431981213,Control
0092,1.9444445337686072,0.10209309554896186,2.0163370818606268,2.046537629317569,0.5406586093333638,0,0.5,2.046537629317569,Control
0093,0.1766078936379221,-0.029604427181446104,0.16355852426468212,0.147003466456476,0.48819126724119005,0,0.5,0.147003466456476,Control
0094,-0.48922060459956085,1.1050004137699554,2.505331431148962,0.6157798091703945,0.8654202950807355,0,0.5,0.6157798091703945,Control
0096,-0.49373603577237013,-0.24476835484711418,-0.4962971181268016,-0.7385043906194844,0.40331789892981545,1,0.5,-0.4962971181268016,Treatment
0097,-0.37592096030251115,0.22893442715803908,-0.15663180284713263,-0.14698653314447208,0.5905400589747861,1,0.5,-0.15663180284713263,Treatment
0098,-0.7438456098600139,1.1393019714144452,2.4218233399848916,0.3954563615544313,0.8727113867885017,0,0.5,0.3954563615544313,Control
0099,-0.28464899971450147,-1.449569079952579,3.193067495418342,-1.7342180796670805,0.07358936180908862,1,0.5,3.193067495418342,Treatment
0101,1.5051629926211343,-0.4438010352392358,1.6771811927603513,1.0613619573818984,0.32859321993715207,0,0.5,1.0613619573818984,Control
0103,-1.3351007895283857,-0.2869268903148663,-1.3139101539143003,-1.622027679843252,0.3870841501450626,1,0.5,-1.3139101539143003,Treatment
0104,-0.9209954703305029,0.4470617091617958,-0.29773627215227283,-0.4739337611687071,0.6725847475169444,0,0.5,-0.4739337611687071,Control
0106,-0.8616635330434307,-0.46290426342290864,-0.6645549505646738,-1.3245677964663394,0.3217164957032625,0,0.5,-1.3245677964663394,Control
0108,-0.8002241216700386,-0.026152029743777876,-0.8119322792224887,-0.8263761514138165,0.4895680387499893,1,0.5,-0.8119322792224887,Treatment
0111,-0.0955870284417793,-0.8799104714374169,1.0129426113299467,-0.9754974998791961,0.18945390579402763,1,0.5,1.0129426113299467,Treatment
0112,-0.039503777295920604,0.635741660861876,1.0867019718458504,0.5962378835659554,0.7375275911826294,0,0.5,0.5962378835659554,Control
0113,-0.20492659628336943,1.0949582906980553,2.740419865802472,0.8900316944146859,0.8632325450892122,1,0.5,2.740419865802472,Treatment
0115,-0.09217930707147365,0.4517547059507261,0.5418626746011435,0.35957539887925244,0.6742771484962926,1,0.5,0.5418626746011435,Treatment
0117,0.007188562773674731,-0.5746206382211665,0.3802559994024929,-0.5674320754474917,0.28277394555288093,0,0.5,-0.5674320754474917,Control
0118,-0.7696134527393599,-0.6344367575883536,-0.2818118327750899,-1.4040502103277135,0.2628979137198889,0,0.5,-1.4040502103277135,Control
0119,0.45446125605581145,0.7700686103376353,2.0255068904793028,1.2245298663934467,0.7793704025860941,1,0.5,2.0255068904793028,Treatment
0120,-0.31254879572939814,0.3619226655648453,0.13038856875215027,0.04937386983544717,0.6412950890794575,1,0.5,0.13038856875215027,Treatment
0121,-0.8870806603083783,-0.38601872871131976,-0.7820691068322312,-1.273099389019698,0.349741399149351,0,0.5,-1.273099389019698,Control
0124,-0.564192022984573,-0.42748647522110644,-0.41244588760119494,-0.9916784982056794,0.3345125169995856,0,0.5,-0.9916784982056794,Control
0125,0.6235541113339027,-0.5108130147782071,0.8900074760784008,0.11274109655569564,0.30474099748956995,1,0.5,0.8900074760784008,Treatment
0126,-1.016586627632575,-1.8666766564960398,5.019038523933872,-2.8832632841286148,0.03097337775307949,1,0.5,5.019038523933872,Treatment
0127,1.4174997976481591,-0.6907834308534317,2.026471578904719,0.7267163667947274,0.24485082480653758,0,0.5,0.7267163667947274,Control
0131,-1.352446272364639,1.5054247203881,3.9328732653405885,0.15297844802346083,0.9338925412424895,0,0.5,0.15297844802346083,Control
0133,0.41175060580479883,1.4160649530249108,5.13026298468814,1.8278155588297096,0.9216217559422903,1,0.5,5.13026298468814,Treatment
0137,0.19500226661890946,-0.5664833272288174,0.5535673230609637,-0.371481060609908,0.28553263189648215,0,0.5,-0.371481060609908,Control
0138,-0.41330863956315134,2.3116986825890518,11.43044229989929,1.8983900430259004,0.9896028529756732,0,0.5,1.8983900430259004,Control
0139,0.7713899327312309,0.773026344011604,2.3530425618089263,1.5444162767428349,0.7802466050328846,1,0.5,2.3530425618089263,Treatment
0140,-1.2346103608947057,0.30891643227305926,-0.8892934205015448,-0.9256939286216463,0.6213074516911691,1,0.5,-0.8892934205015448,Treatment
0143,-0.9460739578837011,0.18296403327885802,-0.787640266296938,-0.7631099246048431,0.5725868802596803,1,0.5,-0.787640266296938,Treatment
0146,0.30504623440740475,1.68205418878721,6.804685916834209,1.9871004231946148,0.953720833718294,1,0.5,6.804685916834209,Treatment
0147,0.775698056914052,0.48883462767047275,1.4980339571687478,1.2645326845845248,0.6875206097821978,1,0.5,1.4980339571687478,Treatment
0149,-0.7063776060331577,2.0057056948359775,8.342185909979774,1.2993280888028198,0.977556171366829,0,0.5,1.2993280888028198,Control
0153,1.0143071523513274,0.9472152852584346,3.28234838823498,1.961522437609762,0.8282354559677728,1,0.5,3.28234838823498,Treatment
0156,-0.5879923019952619,0.8555785159264758,1.3038261497978776,0.26758621393121396,0.8038845211724466,1,0.5,1.3038261497978776,Treatment
0160,-0.685166153920841,-0.491030944551438,-0.4484588491824053,-1.176197098472279,0.31170228066270556,1,0.5,-0.4484588491824053,Treatment
0162,-0.3231570972464558,-0.3781376434089164,-0.22624976422521637,-0.7012947406553722,0.35266417269424843,0,0.5,-0.7012947406553722,Control
0163,0.2380452583238077,0.5876996220211453,1.2226767607819746,0.8257448803449531,0.7216330353392678,1,0.5,1.2226767607819746,Treatment
0166,-1.0046082853293368,2.217952500849961,9.942994557148836,1.2133442155206242,0.9867209643781559,1,0.5,9.942994557148836,Treatment
0167,-0.8656780848774425,0.8656432763721693,1.0658201171653303,-3.4808505273153934e-05,0.8066570922399702,0,0.5,-3.4808505273153934e-05,Control
0170,-0.5027891087004718,0.265458778842252,-0.22912299275050646,-0.23733032985821978,0.6046719696285914,0,0.5,-0.23733032985821978,Control
0172,0.7263778848843371,0.2729214428297496,1.0118108342117564,0.9992993277140867,0.607543198481676,1,0.5,1.0118108342117564,Treatment
0173,0.8321503415774972,0.6259775530009891,1.928834911800204,1.4581278945784863,0.7343351676617179,1,0.5,1.928834911800204,Treatment
0174,-0.7884928485062505,1.0873811506112134,2.119993260208489,0.298888302104963,0.8615658010029553,0,0.5,0.298888302104963,Control
0176,-0.857631621878643,0.29134604929228397,-0.542193556356057,-0.5662855725863589,0.6146066640301586,1,0.5,-0.542193556356057,Treatment
0177,0.514254172949405,0.15546540995183258,0.640325865308304,0.6697195829012376,0.5617727893925746,0,0.5,0.6697195829012376,Control
0180,0.05371980487753184,0.3260293084219727,0.4293246789887378,0.37974911329950456,0.627798909661254,1,0.5,0.4293246789887378,Treatment
0186,0.3228527518775007,-0.3642840783307611,0.4061164921627043,-0.04143132645326042,0.3578229439700023,0,0.5,-0.04143132645326042,Control
0187,1.179158537626672,0.8207854673177308,2.9369288380055094,1.9999440049444028,0.7941157610497666,1,0.5,2.9369288380055094,Treatment
0190,-2.820704439695197,-0.529890326898766,-2.5240820860628177,-3.3505947665939626,0.2980939866239112,1,0.5,-2.5240820860628177,Treatment
0191,-0.6048424084117497,0.5876841040896346,0.37974485603234043,-0.01715830432211518,0.7216278264490099,0,0.5,-0.01715830432211518,Control
0194,0.7822772149431183,0.562966542431635,1.6976231419537955,1.3452437573747533,0.7132711665646254,0,0.5,1.3452437573747533,Control
0195,0.5753522065795241,1.024411659586977,3.1863965329685016,1.599763866166501,0.8471795614501634,1,0.5,3.1863965329685016,Treatment
0197,-0.6062639119317919,0.671879691598089,0.632520573831139,0.06561577966629717,0.7491698549631165,1,0.5,0.632520573831139,Treatment
0198,-0.9395732952308832,0.1855024597815174,-0.7779997401701375,-0.7540708354493658,0.5735825244386947,1,0.5,-0.7779997401701375,Treatment
0199,0.5647108668920195,0.7763487766780716,2.1583201013301316,1.341059643570091,0.7812284597969005,0,0.5,1.341059643570091,Control
0206,-1.8032506428120734,2.83581188450217,15.698313388006508,1.0325612416900964,0.9977145319697664,0,0.5,1.0325612416900964,Control
0208,-0.6743067139163843,-0.7136822649616229,-0.012463095755691489,-1.387988978878007,0.2377118377088365,1,0.5,-0.012463095755691489,Treatment
0211,-0.7595272518828073,0.3448131208857115,-0.34932851477006305,-0.41471413099709586,0.6348825658389936,0,0.5,-0.41471413099709586,Control
0212,-0.509673337552785,1.5436666399163976,5.027973372786976,1.0339933023636125,0.9386654440197543,0,0.5,1.0339933023636125,Control
0219,0.8092185893108714,0.12281992110643968,0.9007980159052754,0.9320385104173111,0.5488751505343569,1,0.5,0.9007980159052754,Treatment
0220,0.5181535253506164,-0.43470219018652556,0.6787344185632782,0.08345133516409087,0.33188930421470625,1,0.5,0.6787344185632782,Treatment
0222,0.8253869040132166,-0.5133848148819107,1.0958224328749286,0.3120020891313059,0.30384108279380184,1,0.5,1.0958224328749286,Treatment
0224,0.07856094130815792,-0.5556771847006423,0.41827661615150025,-0.4771162433924844,0.28921577809154575,0,0.5,-0.4771162433924844,Control
0229,-0.23930511262989143,0.1173070042523779,-0.15312974401036766,-0.12199810837751353,0.5466916126177109,1,0.5,-0.15312974401036766,Treatment
0231,-0.020941738361315854,0.5109848231391579,0.756761652165376,0.4900430847778421,0.6953191579750594,0,0.5,0.4900430847778421,Control
0232,-0.38002363062447475,1.9203140833722,7.955345768656851,1.5402904527477252,0.9725908807417516,1,0.5,7.955345768656851,Treatment
0238,0.8643630899796957,0.3219759915375608,1.232688164001667,1.1863390815172565,0.6262645586076845,1,0.5,1.232688164001667,Treatment
0240,0.020454918380219702,2.0392353390625364,9.357034124074483,2.0596902574427562,0.9792867272396264,1,0.5,9.357034124074483,Treatment
0245,0.13868011982110195,-0.0925430601156122,0.10953702571441948,0.04613705970548976,0.463133290479201,1,0.5,0.10953702571441948,Treatment
0246,-1.8620525414060956,0.1791011967725351,-1.7083474656491193,-1.6829513446335604,0.5710708788434669,0,0.5,-1.6829513446335604,Control
0247,-1.2308122099993053,0.6376933870109406,-0.0986598048188645,-0.5931188229883647,0.7381633544255166,1,0.5,-0.0986598048188645,Treatment
0249,-0.9710988754437966,0.5107855022235691,-0.1939024657684445,-0.4603133732202275,0.6952493690166824,1,0.5,-0.1939024657684445,Treatment
0256,-0.4765196525154802,1.09273981218448,2.4580108478427056,0.6162201596689998,0.8627459727814473,1,0.5,2.4580108478427056,Treatment
0258,1.429626175064419,0.9989961121175344,3.9251106951750847,2.4286222871819536,0.8411017126623624,1,0.5,3.9251106951750847,Treatment
0260,0.596792666869339,1.2064645593822096,4.111138412651062,1.8032572262515485,0.8861807918527782,1,0.5,4.111138412651062,Treatment
0266,0.6564541668262125,1.2241309568527257,4.265512844302915,1.8805851236789382,0.8895485851965099,0,0.5,1.8805851236789382,Control
0269,1.4320637250303387,-0.207033712079657,1.4142727848654748,1.2250300129506817,0.4179917651984864,1,0.5,1.4142727848654748,Treatment
0271,-0.11410553733176777,0.43642580068376496,0.4850423220150454,0.3223202633519972,0.6687360885434747,1,0.5,0.4850423220150454,Treatment
0272,0.002392082077041183,0.1706478851788695,0.14595742609851722,0.1730399672559107,0.567749678399624,0,0.5,0.1730399672559107,Control
0273,0.8598018015494336,1.6476060802547718,7.112816433061807,2.5074078818042054,0.9502832340377573,0,0.5,2.5074078818042054,Control
0277,0.874166123543472,0.7039041515649946,2.2170803085068393,1.5780702751084665,0.7592537670607018,0,0.5,1.5780702751084665,Control
0278,0.31902851212602484,0.99311166036394,2.7881258822096386,1.3121401724899648,0.8396722289201057,1,0.5,2.7881258822096386,Treatment
0279,-0.039414086918394764,1.0642329175488157,2.7578857774449412,1.024818830630421,0.8563884007714297,0,0.5,1.024818830630421,Control
0280,-0.40873386896875086,-1.1834035246765318,1.8004521731266605,-1.5921373936452827,0.1183246305458429,1,0.5,1.8004521731266605,Treatment
0281,-1.6250754563881797,-1.2798163304432526,1.0108760577286595,-2.904891786831432,0.10030486957069669,1,0.5,1.0108760577286595,Treatment
0282,-1.5722574247087706,1.2986518218299377,2.45006159489063,-0.27360560287883295,0.9029682775113359,1,0.5,2.45006159489063,Treatment
0283,1.5805684420827535,-0.0018570833102834127,1.5796467979444544,1.5787113587724702,0.49925913137514627,0,0.5,1.5787113587724702,Control
0286,0.21509260367244262,-0.05641875442307995,0.19324937816220625,0.15867384924936268,0.4775041084405132,1,0.5,0.19324937816220625,Treatment
0287,0.8118505080690688,0.9762952968463169,3.2063031697807034,1.7881458049153856,0.8355409250265278,0,0.5,1.7881458049153856,Control
0289,-1.7512403544209914,-0.3143533944653986,-1.7107809384298536,-2.06559374888639,0.37662632453077827,0,0.5,-2.06559374888639,Control
0293,-0.49913024810566453,-0.3766261011477838,-0.40374885854799514,-0.8757563492534484,0.35322574392266765,1,0.5,-0.40374885854799514,Treatment
0295,-0.5480742862643438,0.17065083680005277,-0.40450545166320095,-0.37742344946429107,0.5677508389048357,0,0.5,-0.37742344946429107,Control
0297,0.6819921269480921,1.4741057632925703,5.76502061133912,2.1560978902406625,0.9297734414854328,1,0.5,5.76502061133912,Treatment
0298,-2.0030694938804774,-1.4305882524991806,1.374801876247251,-3.433657746379658,0.07627412812694978,0,0.5,-3.433657746379658,Control
0299,-1.7518891884593208,0.5732990216057179,-0.8078961413083151,-1.178590166853603,0.7167788761233239,0,0.5,-1.178590166853603,Control
0300,0.23764861305203844,1.3277136373284721,4.427152437212278,1.5653622503805105,0.9078636366843562,1,0.5,4.427152437212278,Treatment
0302,2.249881177272371,1.1050684559655446,5.244767989995289,3.3549496332379154,0.8654350361724948,0,0.5,3.3549496332379154,Control
0303,0.7080651342109352,-0.10558388902532866,0.6775691049416968,0.6024812451856065,0.4579562539934207,0,0.5,0.6024812451856065,Control
0305,-1.732901154052212,0.09516531944372242,-1.6672056182806991,-1.6377358346084896,0.5379082419971148,0,0.5,-1.6377358346084896,Control
0307,2.217954814454348,-0.11383920116880035,2.186953941315449,2.104115613285548,0.4546826312668302,0,0.5,2.104115613285548,Control
0308,0.022356926109487255,1.8872842933162306,8.08968308036389,1.909641219425718,0.9704389510638041,0,0.5,1.909641219425718,Control
0309,0.18987673749813147,0.7186163848993561,1.5820039472394485,0.9084931223974876,0.7638113424684088,1,0.5,1.5820039472394485,Treatment
0310,-1.1635247827181303,1.4095921150034587,3.5151711361434472,0.2460673322853284,0.9206699216975758,1,0.5,3.5151711361434472,Treatment
0313,0.24548424111528577,-0.691788861865921,0.8567334689858179,-0.44630462075063526,0.24453496616599896,1,0.5,0.8567334689858179,Treatment
0314,-0.7550639192431138,0.3522206644475236,-0.33083479409164196,-0.4028432547955902,0.6376636096454068,1,0.5,-0.33083479409164196,Treatment
0315,0.16711023001094097,-0.6315347988296743,0.6490152348617783,-0.4644245688187334,0.26384545166217904,1,0.5,0.6490152348617783,Treatment
0317,0.13056837755034587,0.4869733203667605,0.8483410672317813,0.6175416979171063,0.6868613810367858,1,0.5,0.8483410672317813,Treatment
0318,0.45904948675185975,-0.6562731121814762,0.9923017262058426,-0.19722362542961647,0.25582420721713106,1,0.5,0.9923017262058426,Treatment
0320,-0.9068786917667452,-0.17301272221661973,-0.9335182487774446,-1.0798914139833649,0.43132071377249526,0,0.5,-1.0798914139833649,Control
0323,-1.0370789500116355,0.17614434540407659,-0.8869531164739359,-0.860934604607559,0.5699097285281427,0,0.5,-0.860934604607559,Control
0326,1.8112358701300502,0.970422021708789,4.179884681419191,2.7816578918388393,0.8340819118878734,0,0.5,2.7816578918388393,Control
0328,-0.3936284674925139,1.000573506201208,2.108952968231648,0.6069450387086941,0.8414834779863493,1,0.5,2.108952968231648,Treatment
0330,-0.1802774214367734,-1.1259510887042057,1.7922787425194961,-1.3062285101409792,0.13009311145141703,0,0.5,-1.3062285101409792,Control
0331,-0.9053230386021827,-0.12359538728939705,-0.9365690927284491,-1.0289184258915798,0.45081782244648594,1,0.5,-0.9365690927284491,Treatment
0332,-0.025073815578014802,1.0510725309785733,2.70996938066668,1.0259987154005585,0.8533873605159905,0,0.5,1.0259987154005585,Control
0333,0.8699073909333747,0.5343432756163361,1.7081245011343342,1.4042506665497108,0.7034479716874458,0,0.5,1.4042506665497108,Control
0336,0.1859901038590366,1.79094227279122,7.496409689195809,1.9769323766502567,0.9633487204415755,0,0.5,1.9769323766502567,Control
0338,0.7361164524420899,-0.331869743749021,0.7904566341996612,0.4042467086930689,0.3699938088995124,0,0.5,0.4042467086930689,Control
0343,0.7702145932586526,0.8336950862632038,2.577157130109076,1.6039096795218564,0.7977735861107189,0,0.5,1.6039096795218564,Control
0344,-0.7836820188189608,0.16480334055307277,-0.6469600664275202,-0.618878678265888,0.5654506126915954,0,0.5,-0.618878678265888,Control
0346,1.0463392676433416,1.6802673164837476,7.533069435572205,2.7266065841270892,0.9535473414516638,1,0.5,7.533069435572205,Treatment
0353,1.3778354998063045,-0.8399763780766768,2.368967942221591,0.5378591217296277,0.20046081558615408,0,0.5,0.5378591217296277,Control
0354,0.27040714536311206,0.9534583593133306,2.565302010908714,1.2238655046764426,0.8298210576882797,0,0.5,1.2238655046764426,Control
0355,-2.09825774131069,1.578296208634256,3.6729282073849725,-0.519961532676434,0.9427512117377342,0,0.5,-0.519961532676434,Control
0357,0.6242406816809634,0.38446226050207843,1.1120942714327386,1.0087029421830418,0.6496820688615403,1,0.5,1.1120942714327386,Treatment
0358,1.0775882135585613,1.0587153563170935,3.848702303120368,2.136303569875655,0.8551352839403243,1,0.5,3.848702303120368,Treatment
0359,1.1968459896589698,-0.4301277067524938,1.3518018245150416,0.766718282906476,0.3335513731881583,0,0.5,0.766718282906476,Control
0360,0.389487539911953,-0.043419526558651264,0.3715482872057822,0.34606801335330173,0.482683556217815,1,0.5,0.3715482872057822,Treatment
0363,-0.5138984029862419,0.9226395902054184,1.6499490189453123,0.4087411872191765,0.8219024715972241,1,0.5,1.6499490189453123,Treatment
0365,-0.027328776095685833,1.2556312887844232,3.753706735045389,1.2283025126887375,0.895375159112815,0,0.5,1.2283025126887375,Control
0370,1.0683737640268547,-0.2716353176011878,1.0801275967628572,0.7967384464256668,0.39295122031432705,0,0.5,0.7967384464256668,Control
0372,-0.5742801821296347,0.0921680579933815,-0.5112062513044013,-0.4821121241362532,0.5367177419894816,1,0.5,-0.5112062513044013,Treatment
0373,2.2436888424174235,2.5082339639081455,16.080281059776233,4.7519228063255685,0.9939331851194108,0,0.5,4.7519228063255685,Control
0374,-0.6061140015595221,0.7919370414673694,1.0441830744703426,0.18582303990784732,0.7858013063570642,0,0.5,0.18582303990784732,Control
0375,-0.6508607065427141,1.352709003256728,3.6851370900692704,0.7018482967140138,0.9119256934780426,0,0.5,0.7018482967140138,Control
0380,-0.3757356939026917,0.8989751426359786,1.6900644915700533,0.5232394487332869,0.8156670494694109,0,0.5,0.5232394487332869,Control
0381,0.5358955896052278,0.6320596737033564,1.6509242887008926,1.1679552633085841,0.7363260576364183,1,0.5,1.6509242887008926,Treatment
0383,-1.7208898164521769,1.6972574154429483,4.8891043598214505,-0.023632401009228587,0.9551759977799305,1,0.5,4.8891043598214505,Treatment
0384,0.4582044990933226,-0.47378208786681436,0.670252388726791,-0.015577588773491746,0.31782765452710393,0,0.5,-0.015577588773491746,Control
0387,0.23449153840427062,2.213985082283118,11.1449439686902,2.448476620687389,0.9865850974257122,0,0.5,2.448476620687389,Control
0388,-0.32134492960176925,-0.6454972764703996,0.18923990002443797,-0.9668422060721689,0.25930249133754446,0,0.5,-0.9668422060721689,Control
0389,0.3631495005389858,0.4269138896075756,0.941117383622512,0.7900633901465615,0.6652789757686761,0,0.5,0.7900633901465615,Control
0390,-0.3659737394954961,-0.09614206897486902,-0.39555817912939367,-0.46211580847036515,0.46170386991422885,1,0.5,-0.39555817912939367,Treatment
0392,1.0017459878736805,0.8005015245968381,2.6836021319358236,1.8022475124705186,0.7882898597075285,0,0.5,1.8022475124705186,Control
0393,1.3661577395405098,-0.49008826647059495,1.601486624169518,0.8760694730699148,0.3120357203235774,0,0.5,0.8760694730699148,Control
0395,-0.883142748225186,-0.22436522553288607,-0.8946458521347834,-1.107507973758072,0.4112365634725028,1,0.5,-0.8946458521347834,Treatment
0397,-0.7419431719877727,1.6672694361705125,5.651266291674161,0.9253262641827398,0.9522695793999549,0,0.5,0.9253262641827398,Control
0398,-0.8217828852168594,0.4608509813094469,-0.1665901406143755,-0.3609319039074125,0.6775472388740355,1,0.5,-0.1665901406143755,Treatment
0399,1.2964345557896533,-0.7764631227655875,2.1139929564366353,0.5199714330240658,0.21873779331960705,1,0.5,2.1139929564366353,Treatment
0403,-1.7673881166695415,0.3970868090720381,-1.2534888442554961,-1.3703013075975035,0.6543482765762194,0,0.5,-1.3703013075975035,Control
0406,-0.07597230712275219,1.1025550868210694,2.906560675237814,1.0265827796983171,0.8648897881754329,1,0.5,2.906560675237814,Treatment
0407,-0.3682770892014331,1.508642724811532,4.93805001545786,1.1403656356100988,0.9343049452200016,1,0.5,4.93805001545786,Treatment
0411,1.0637925963232155,-0.2731924909657653,1.0764646250804923,0.7906001053574503,0.3923526259284992,0,0.5,0.7906001053574503,Control
0413,0.11574508337910877,0.8271818523436517,1.8977956432442842,0.9429269357227605,0.7959330019732682,1,0.5,1.8977956432442842,Treatment
0415,0.44477428264998126,-0.3162096165959926,0.4866465176075543,0.12856466605398864,0.37592170448719786,1,0.5,0.4866465176075543,Treatment
0418,0.7077481595534386,0.22633717186056856,0.923373776215404,0.9340853314140072,0.5895304052712335,0,0.5,0.9340853314140072,Control
