class,n_per_class,class_shock,student,student_shock,Y_Z_0,Y_Z_1,Z,Z_cond_prob,Y,condition
03,14,1016.1253383154715,037,147.52877956793088,1163.6541178834023,1263.6541178834023,1,0.5,1263.6541178834023,Treatment
03,14,1016.1253383154715,038,26.2618394899291,1042.3871778054006,1142.3871778054006,1,0.5,1142.3871778054006,Treatment
03,14,1016.1253383154715,039,-136.66703092350502,879.4583073919664,979.4583073919664,1,0.5,979.4583073919664,Treatment
03,14,1016.1253383154715,040,134.4862907611761,1150.6116290766477,1250.6116290766477,1,0.5,1250.6116290766477,Treatment
03,14,1016.1253383154715,041,558.3699264816181,1574.4952647970895,1674.4952647970895,1,0.5,1674.4952647970895,Treatment
03,14,1016.1253383154715,042,4.724694731064747,1020.8500330465363,1120.8500330465363,1,0.5,1120.8500330465363,Treatment
03,14,1016.1253383154715,043,137.59972323993458,1153.725061555406,1253.725061555406,1,0.5,1253.725061555406,Treatment
03,14,1016.1253383154715,044,-200.92575181835375,815.1995864971177,915.1995864971177,1,0.5,915.1995864971177,Treatment
03,14,1016.1253383154715,045,34.08802386245984,1050.2133621779312,1150.2133621779312,1,0.5,1150.2133621779312,Treatment
04,10,1088.210695833785,046,-252.22637741262176,835.9843184211632,935.9843184211632,0,0.5,835.9843184211632,Control
04,10,1088.210695833785,047,60.182635848683,1148.393331682468,1248.393331682468,0,0.5,1148.393331682468,Control
04,10,1088.210695833785,048,-22.62085736450919,1065.5898384692757,1165.5898384692757,0,0.5,1065.5898384692757,Control
04,10,1088.210695833785,049,43.300333357522206,1131.5110291913072,1231.5110291913072,0,0.5,1131.5110291913072,Control
04,10,1088.210695833785,050,177.30385159777862,1265.5145474315636,1365.5145474315636,0,0.5,1265.5145474315636,Control
04,10,1088.210695833785,051,-250.85948831932018,837.3512075144647,937.3512075144647,0,0.5,837.3512075144647,Control
04,10,1088.210695833785,052,-116.09559826936513,972.1150975644198,1072.1150975644198,0,0.5,972.1150975644198,Control
04,10,1088.210695833785,053,-194.0473108998017,894.1633849339833,994.1633849339833,0,0.5,894.1633849339833,Control
04,10,1088.210695833785,054,-384.280587839783,703.9301079940019,803.9301079940019,0,0.5,703.9301079940019,Control
04,10,1088.210695833785,055,-6.4290063259847505,1081.7816895078001,1181.7816895078001,0,0.5,1081.7816895078001,Control
05,20,701.0395091035757,056,-185.8604332995884,515.1790758039873,615.1790758039873,0,0.5,515.1790758039873,Control
05,20,701.0395091035757,057,-13.692516917414595,687.3469921861611,787.3469921861611,0,0.5,687.3469921861611,Control
05,20,701.0395091035757,058,-221.64452090358265,479.39498819999307,579.3949881999931,0,0.5,479.39498819999307,Control
05,20,701.0395091035757,059,368.1347616778427,1069.1742707814183,1169.1742707814183,0,0.5,1069.1742707814183,Control
05,20,701.0395091035757,060,-176.36839400291908,524.6711151006566,624.6711151006566,0,0.5,524.6711151006566,Control
05,20,701.0395091035757,061,156.78283534247853,857.8223444460542,957.8223444460542,0,0.5,857.8223444460542,Control
05,20,701.0395091035757,062,-155.08691672432028,545.9525923792554,645.9525923792554,0,0.5,545.9525923792554,Control
05,20,701.0395091035757,063,-98.85925484475307,602.1802542588226,702.1802542588226,0,0.5,602.1802542588226,Control
05,20,701.0395091035757,064,-228.49979528844767,472.53971381512804,572.539713815128,0,0.5,472.53971381512804,Control
05,20,701.0395091035757,065,97.00587839958885,798.0453875031645,898.0453875031645,0,0.5,798.0453875031645,Control
05,20,701.0395091035757,066,152.37887192426464,853.4183810278404,953.4183810278404,0,0.5,853.4183810278404,Control
05,20,701.0395091035757,067,-116.1816094728474,584.8578996307283,684.8578996307283,0,0.5,584.8578996307283,Control
05,20,701.0395091035757,068,83.56408047620108,784.6035895797768,884.6035895797768,0,0.5,784.6035895797768,Control
05,20,701.0395091035757,069,-483.7585198837283,217.2809892198474,317.2809892198474,0,0.5,217.2809892198474,Control
05,20,701.0395091035757,070,-80.29827961111079,620.741229492465,720.741229492465,0,0.5,620.741229492465,Control
05,20,701.0395091035757,071,-127.26564823783403,573.7738608657417,673.7738608657417,0,0.5,573.7738608657417,Control
05,20,701.0395091035757,072,149.43916043206025,850.478669535636,950.478669535636,0,0.5,850.478669535636,Control
05,20,701.0395091035757,073,489.91170604771605,1190.9512151512918,1290.9512151512918,0,0.5,1190.9512151512918,Control
05,20,701.0395091035757,074,-208.5284867508953,492.5110223526804,592.5110223526804,0,0.5,492.5110223526804,Control
05,20,701.0395091035757,075,-120.47462848615805,580.5648806174177,680.5648806174177,0,0.5,580.5648806174177,Control
06,12,1031.5258433126526,076,-110.66738563777034,920.8584576748822,1020.8584576748822,1,0.5,1020.8584576748822,Treatment
06,12,1031.5258433126526,077,30.590696307703297,1062.116539620356,1162.116539620356,1,0.5,1162.116539620356,Treatment
06,12,1031.5258433126526,078,-128.92495146163523,902.6008918510173,1002.6008918510173,1,0.5,1002.6008918510173,Treatment
06,12,1031.5258433126526,079,242.09819734890814,1273.6240406615607,1373.6240406615607,1,0.5,1373.6240406615607,Treatment
06,12,1031.5258433126526,080,-56.98095564560392,974.5448876670487,1074.5448876670487,1,0.5,1074.5448876670487,Treatment
06,12,1031.5258433126526,081,51.20626871396102,1082.7321120266135,1182.7321120266135,1,0.5,1182.7321120266135,Treatment
06,12,1031.5258433126526,082,-48.52189181395288,983.0039514986997,1083.0039514986997,1,0.5,1083.0039514986997,Treatment
06,12,1031.5258433126526,083,-47.579155638544975,983.9466876741076,1083.9466876741076,1,0.5,1083.9466876741076,Treatment
06,12,1031.5258433126526,084,-123.52466944314806,908.0011738695046,1008.0011738695046,1,0.5,1008.0011738695046,Treatment
06,12,1031.5258433126526,085,-36.73949505801212,994.7863482546404,1094.7863482546404,1,0.5,1094.7863482546404,Treatment
06,12,1031.5258433126526,086,-66.11015679087905,965.4156865217735,1065.4156865217735,1,0.5,1065.4156865217735,Treatment
06,12,1031.5258433126526,087,106.966428064865,1138.4922713775177,1238.4922713775177,1,0.5,1238.4922713775177,Treatment
07,11,1202.7161412251896,088,-59.6270688784274,1143.0890723467621,1243.0890723467621,1,0.5,1243.0890723467621,Treatment
07,11,1202.7161412251896,089,-223.3647478012539,979.3513934239357,1079.3513934239356,1,0.5,1079.3513934239356,Treatment
07,11,1202.7161412251896,090,-12.726302090002529,1189.9898391351871,1289.9898391351871,1,0.5,1289.9898391351871,Treatment
07,11,1202.7161412251896,091,317.4020100779736,1520.1181513031634,1620.1181513031634,1,0.5,1620.1181513031634,Treatment
07,11,1202.7161412251896,092,-205.5710563708811,997.1450848543085,1097.1450848543086,1,0.5,1097.1450848543086,Treatment
07,11,1202.7161412251896,093,-90.02636150675046,1112.6897797184392,1212.6897797184392,1,0.5,1212.6897797184392,Treatment
07,11,1202.7161412251896,094,-376.8903660064817,825.8257752187079,925.8257752187079,1,0.5,925.8257752187079,Treatment
07,11,1202.7161412251896,095,416.9273862450722,1619.643527470262,1719.643527470262,1,0.5,1719.643527470262,Treatment
07,11,1202.7161412251896,096,61.6344231057575,1264.3505643309472,1364.3505643309472,1,0.5,1364.3505643309472,Treatment
07,11,1202.7161412251896,097,-24.271181589938212,1178.4449596352515,1278.4449596352515,1,0.5,1278.4449596352515,Treatment
07,11,1202.7161412251896,098,-563.3393681052496,639.37677311994,739.37677311994,1,0.5,739.37677311994,Treatment
08,16,891.003233942503,099,-52.227859872049194,838.7753740704538,938.7753740704538,1,0.5,938.7753740704538,Treatment
08,16,891.003233942503,100,74.23283442556436,965.2360683680674,1065.2360683680674,1,0.5,1065.2360683680674,Treatment
08,16,891.003233942503,101,-91.40285928657788,799.6003746559252,899.6003746559252,1,0.5,899.6003746559252,Treatment
08,16,891.003233942503,102,0.8460595036944162,891.8492934461974,991.8492934461974,1,0.5,991.8492934461974,Treatment
08,16,891.003233942503,103,20.07024018074634,911.0734741232493,1011.0734741232493,1,0.5,1011.0734741232493,Treatment
08,16,891.003233942503,104,184.80101650171954,1075.8042504442226,1175.8042504442226,1,0.5,1175.8042504442226,Treatment
08,16,891.003233942503,105,-61.95763566750564,829.0455982749974,929.0455982749974,1,0.5,929.0455982749974,Treatment
08,16,891.003233942503,106,-299.64753434474784,591.3556995977551,691.3556995977551,1,0.5,691.3556995977551,Treatment
08,16,891.003233942503,107,22.712558475565437,913.7157924180684,1013.7157924180684,1,0.5,1013.7157924180684,Treatment
08,16,891.003233942503,108,227.90261958330558,1118.9058535258087,1218.9058535258087,1,0.5,1218.9058535258087,Treatment
08,16,891.003233942503,109,89.5039272499757,980.5071611924787,1080.5071611924786,1,0.5,1080.5071611924786,Treatment
08,16,891.003233942503,110,248.72818275350627,1139.7314166960093,1239.7314166960093,1,0.5,1239.7314166960093,Treatment
08,16,891.003233942503,111,35.76326146398026,926.7664954064833,1026.7664954064833,1,0.5,1026.7664954064833,Treatment
08,16,891.003233942503,112,-6.895377990148652,884.1078559523544,984.1078559523544,1,0.5,984.1078559523544,Treatment
08,16,891.003233942503,113,-49.35242391814976,841.6508100243533,941.6508100243533,1,0.5,941.6508100243533,Treatment
08,16,891.003233942503,114,126.97926760063031,1017.9825015431334,1117.9825015431334,1,0.5,1117.9825015431334,Treatment
09,12,796.1074129042325,115,86.41832556528132,882.5257384695138,982.5257384695138,0,0.5,882.5257384695138,Control
09,12,796.1074129042325,116,-349.07805760383894,447.0293553003936,547.0293553003936,0,0.5,447.0293553003936,Control
09,12,796.1074129042325,117,5.939371916548213,802.0467848207808,902.0467848207808,0,0.5,802.0467848207808,Control
09,12,796.1074129042325,118,14.076291317852185,810.1837042220848,910.1837042220848,0,0.5,810.1837042220848,Control
09,12,796.1074129042325,119,-129.22228856695588,666.8851243372767,766.8851243372767,0,0.5,666.8851243372767,Control
09,12,796.1074129042325,120,-126.40524669414454,669.702166210088,769.702166210088,0,0.5,669.702166210088,Control
09,12,796.1074129042325,121,-66.79531975099957,729.312093153233,829.312093153233,0,0.5,729.312093153233,Control
09,12,796.1074129042325,122,70.80596715855886,866.9133800627914,966.9133800627914,0,0.5,866.9133800627914,Control
09,12,796.1074129042325,123,-109.8059930143281,686.3014198899044,786.3014198899044,0,0.5,686.3014198899044,Control
09,12,796.1074129042325,124,-187.2873304409117,608.8200824633209,708.8200824633209,0,0.5,608.8200824633209,Control
09,12,796.1074129042325,125,-4.816158643285202,791.2912542609473,891.2912542609473,0,0.5,791.2912542609473,Control
09,12,796.1074129042325,126,-194.29430123077412,601.8131116734585,701.8131116734585,0,0.5,601.8131116734585,Control
10,14,930.1891891379545,127,219.30328268453886,1149.4924718224934,1249.4924718224934,0,0.5,1149.4924718224934,Control
10,14,930.1891891379545,128,55.93122601335381,986.1204151513083,1086.1204151513084,0,0.5,986.1204151513083,Control
10,14,930.1891891379545,129,-147.89047847864168,782.2987106593127,882.298710659313,0,0.5,782.2987106593127,Control
10,14,930.1891891379545,130,-34.826931822246934,895.3622573157076,995.3622573157077,0,0.5,895.3622573157076,Control
10,14,930.1891891379545,131,-52.140155077529585,878.0490340604249,978.049034060425,0,0.5,878.0490340604249,Control
10,14,930.1891891379545,132,273.8430586928718,1204.0322478308262,1304.0322478308265,0,0.5,1204.0322478308262,Control
10,14,930.1891891379545,133,-143.0234148763369,787.1657742616176,887.1657742616177,0,0.5,787.1657742616176,Control
10,14,930.1891891379545,134,128.27986897143148,1058.469058109386,1158.469058109386,0,0.5,1058.469058109386,Control
10,14,930.1891891379545,135,-197.0481275158729,733.1410616220816,833.1410616220817,0,0.5,733.1410616220816,Control
10,14,930.1891891379545,136,48.625674949905,978.8148640878595,1078.8148640878596,0,0.5,978.8148640878595,Control
10,14,930.1891891379545,137,6.602098340992942,936.7912874789474,1036.7912874789477,0,0.5,936.7912874789474,Control
10,14,930.1891891379545,138,-86.00965992017032,844.1795292177842,944.1795292177843,0,0.5,844.1795292177842,Control
10,14,930.1891891379545,139,-21.58688031796094,908.6023088199936,1008.6023088199937,0,0.5,908.6023088199936,Control
10,14,930.1891891379545,140,-151.6601357822043,778.5290533557502,878.5290533557503,0,0.5,778.5290533557502,Control
11,10,956.6139250627541,141,221.18225843803836,1177.7961835007925,1277.7961835007925,0,0.5,1177.7961835007925,Control
11,10,956.6139250627541,142,-12.14282814519209,944.471096917562,1044.471096917562,0,0.5,944.471096917562,Control
11,10,956.6139250627541,143,-83.71819880234722,872.895726260407,972.895726260407,0,0.5,872.895726260407,Control
11,10,956.6139250627541,144,151.7510419274029,1108.364966990157,1208.364966990157,0,0.5,1108.364966990157,Control
11,10,956.6139250627541,145,99.4771326167476,1056.0910576795018,1156.0910576795018,0,0.5,1056.0910576795018,Control
11,10,956.6139250627541,146,72.58926317326029,1029.2031882360143,1129.2031882360143,0,0.5,1029.2031882360143,Control
11,10,956.6139250627541,147,14.752725614833073,971.3666506775871,1071.3666506775871,0,0.5,971.3666506775871,Control
11,10,956.6139250627541,148,-175.87372273163768,780.7402023311164,880.7402023311164,0,0.5,780.7402023311164,Control
11,10,956.6139250627541,149,83.24972672926778,1039.863651792022,1139.863651792022,0,0.5,1039.863651792022,Control
11,10,956.6139250627541,150,-95.73843808511177,860.8754869776424,960.8754869776424,0,0.5,860.8754869776424,Control
12,13,1054.4169742040583,151,149.0027556401466,1203.419729844205,1303.419729844205,0,0.5,1203.419729844205,Control
12,13,1054.4169742040583,152,-154.19555112646336,900.221423077595,1000.221423077595,0,0.5,900.221423077595,Control
12,13,1054.4169742040583,153,63.25270606474141,1117.6696802687998,1217.6696802687998,0,0.5,1117.6696802687998,Control
12,13,1054.4169742040583,154,-23.248570379938595,1031.1684038241197,1131.1684038241197,0,0.5,1031.1684038241197,Control
12,13,1054.4169742040583,155,-4.638889564856816,1049.7780846392016,1149.7780846392016,0,0.5,1049.7780846392016,Control
12,13,1054.4169742040583,156,-3.499808141059375,1050.9171660629988,1150.9171660629988,0,0.5,1050.9171660629988,Control
12,13,1054.4169742040583,157,217.92027702805174,1272.33725123211,1372.33725123211,0,0.5,1272.33725123211,Control
12,13,1054.4169742040583,158,106.9079421893803,1161.3249163934386,1261.3249163934386,0,0.5,1161.3249163934386,Control
12,13,1054.4169742040583,159,-166.79241504057532,887.624559163483,987.624559163483,0,0.5,887.624559163483,Control
12,13,1054.4169742040583,160,-14.049736351225244,1040.3672378528331,1140.3672378528331,0,0.5,1040.3672378528331,Control
12,13,1054.4169742040583,161,-171.1736440565537,883.2433301475046,983.2433301475046,0,0.5,883.2433301475046,Control
12,13,1054.4169742040583,162,-179.57591902334852,874.8410551807098,974.8410551807098,0,0.5,874.8410551807098,Control
12,13,1054.4169742040583,163,-319.2350439404762,735.1819302635821,835.1819302635821,0,0.5,735.1819302635821,Control
13,17,1057.6403445264173,164,-20.117993691914272,1037.522350834503,1137.522350834503,1,0.5,1137.522350834503,Treatment
13,17,1057.6403445264173,165,66.49338934333348,1124.1337338697508,1224.1337338697508,1,0.5,1224.1337338697508,Treatment
13,17,1057.6403445264173,166,-101.35076217160203,956.2895823548153,1056.2895823548151,1,0.5,1056.2895823548151,Treatment
13,17,1057.6403445264173,167,36.23750258725279,1093.87784711367,1193.87784711367,1,0.5,1193.87784711367,Treatment
13,17,1057.6403445264173,168,10.032009456156972,1067.6723539825744,1167.6723539825744,1,0.5,1167.6723539825744,Treatment
13,17,1057.6403445264173,169,-215.13034879344593,842.5099957329713,942.5099957329713,1,0.5,942.5099957329713,Treatment
13,17,1057.6403445264173,170,110.83876172576714,1168.4791062521845,1268.4791062521845,1,0.5,1268.4791062521845,Treatment
13,17,1057.6403445264173,171,152.22037239287698,1209.8607169192942,1309.8607169192942,1,0.5,1309.8607169192942,Treatment
13,17,1057.6403445264173,172,219.15914828233377,1276.799492808751,1376.799492808751,1,0.5,1376.799492808751,Treatment
13,17,1057.6403445264173,173,338.56211088033916,1396.2024554067564,1496.2024554067564,1,0.5,1496.2024554067564,Treatment
13,17,1057.6403445264173,174,-186.503275590315,871.1370689361022,971.1370689361022,1,0.5,971.1370689361022,Treatment
13,17,1057.6403445264173,175,-29.198526435218312,1028.441818091199,1128.441818091199,1,0.5,1128.441818091199,Treatment
13,17,1057.6403445264173,176,30.64766459375622,1088.2880091201735,1188.2880091201735,1,0.5,1188.2880091201735,Treatment
13,17,1057.6403445264173,177,30.322261714765467,1087.9626062411828,1187.9626062411828,1,0.5,1187.9626062411828,Treatment
13,17,1057.6403445264173,178,-81.00279252539838,976.6375520010189,1076.6375520010188,1,0.5,1076.6375520010188,Treatment
13,17,1057.6403445264173,179,-28.897495335401274,1028.742849191016,1128.742849191016,1,0.5,1128.742849191016,Treatment
13,17,1057.6403445264173,180,78.98003242148316,1136.6203769479005,1236.6203769479005,1,0.5,1236.6203769479005,Treatment
14,13,1067.7560279162185,181,-199.1723187176332,868.5837091985853,968.5837091985853,0,0.5,868.5837091985853,Control
14,13,1067.7560279162185,182,77.12663291679362,1144.882660833012,1244.882660833012,0,0.5,1144.882660833012,Control
14,13,1067.7560279162185,183,197.43846252793261,1265.1944904441511,1365.1944904441511,0,0.5,1265.1944904441511,Control
14,13,1067.7560279162185,184,260.4287131163417,1328.1847410325602,1428.1847410325602,0,0.5,1328.1847410325602,Control
14,13,1067.7560279162185,185,202.1669391074631,1269.9229670236816,1369.9229670236816,0,0.5,1269.9229670236816,Control
14,13,1067.7560279162185,186,-447.2690117322743,620.4870161839442,720.4870161839442,0,0.5,620.4870161839442,Control
14,13,1067.7560279162185,187,23.160766615776907,1090.9167945319955,1190.9167945319955,0,0.5,1090.9167945319955,Control
14,13,1067.7560279162185,188,155.5435553700795,1223.299583286298,1323.299583286298,0,0.5,1223.299583286298,Control
14,13,1067.7560279162185,189,112.32464895320318,1180.0806768694217,1280.0806768694217,0,0.5,1180.0806768694217,Control
14,13,1067.7560279162185,190,353.41507953999934,1421.171107456218,1521.171107456218,0,0.5,1421.171107456218,Control
14,13,1067.7560279162185,191,-183.68825794784053,884.067769968378,984.067769968378,0,0.5,884.067769968378,Control
14,13,1067.7560279162185,192,-158.30257032590634,909.4534575903122,1009.4534575903122,0,0.5,909.4534575903122,Control
14,13,1067.7560279162185,193,-72.88018672725643,994.8758411889621,1094.875841188962,0,0.5,994.8758411889621,Control
15,11,885.3654300599806,194,-14.423938343276896,870.9414917167037,970.9414917167037,0,0.5,870.9414917167037,Control
15,11,885.3654300599806,195,-123.17225722249006,762.1931728374905,862.1931728374905,0,0.5,762.1931728374905,Control
15,11,885.3654300599806,196,130.26408877827902,1015.6295188382596,1115.6295188382596,0,0.5,1015.6295188382596,Control
15,11,885.3654300599806,197,118.70221545187627,1004.0676455118569,1104.0676455118569,0,0.5,1004.0676455118569,Control
15,11,885.3654300599806,198,-167.19667368776882,718.1687563722118,818.1687563722118,0,0.5,718.1687563722118,Control
15,11,885.3654300599806,199,70.56135091733553,955.9267809773161,1055.9267809773162,0,0.5,955.9267809773161,Control
15,11,885.3654300599806,200,51.04798092146714,936.4134109814477,1036.4134109814477,0,0.5,936.4134109814477,Control
15,11,885.3654300599806,201,9.458385722509005,894.8238157824895,994.8238157824895,0,0.5,894.8238157824895,Control
15,11,885.3654300599806,202,334.949508884482,1220.3149389444625,1320.3149389444625,0,0.5,1220.3149389444625,Control
15,11,885.3654300599806,203,15.612944854142155,900.9783749141227,1000.9783749141227,0,0.5,900.9783749141227,Control
15,11,885.3654300599806,204,-39.55341628743588,845.8120137725447,945.8120137725447,0,0.5,845.8120137725447,Control
16,16,937.447805942072,205,128.32308486016314,1065.770890802235,1165.7708908022353,1,0.5,1165.7708908022353,Treatment
16,16,937.447805942072,206,76.15365483095303,1013.6014607730251,1113.601460773025,1,0.5,1113.601460773025,Treatment
16,16,937.447805942072,207,32.71712595546948,970.1649318975415,1070.1649318975417,1,0.5,1070.1649318975417,Treatment
16,16,937.447805942072,208,85.45450467523217,1022.9023106173042,1122.9023106173042,1,0.5,1122.9023106173042,Treatment
16,16,937.447805942072,209,30.50996622835744,967.9577721704295,1067.9577721704295,1,0.5,1067.9577721704295,Treatment
16,16,937.447805942072,210,82.28762633766098,1019.735432279733,1119.7354322797332,1,0.5,1119.7354322797332,Treatment
16,16,937.447805942072,211,346.30267024662464,1283.7504761886967,1383.7504761886967,1,0.5,1383.7504761886967,Treatment
16,16,937.447805942072,212,-150.0367058211686,787.4111001209035,887.4111001209035,1,0.5,887.4111001209035,Treatment
16,16,937.447805942072,213,181.68138342744984,1119.1291893695218,1219.129189369522,1,0.5,1219.129189369522,Treatment
16,16,937.447805942072,214,96.53732936933102,1033.9851353114032,1133.9851353114032,1,0.5,1133.9851353114032,Treatment
16,16,937.447805942072,215,-60.831771166766934,876.6160347753051,976.6160347753053,1,0.5,976.6160347753053,Treatment
16,16,937.447805942072,216,142.2283839191537,1079.6761898612258,1179.6761898612258,1,0.5,1179.6761898612258,Treatment
16,16,937.447805942072,217,-99.89706775654095,837.550738185531,937.5507381855311,1,0.5,937.5507381855311,Treatment
16,16,937.447805942072,218,-192.65976370623196,744.7880422358401,844.7880422358402,1,0.5,844.7880422358402,Treatment
16,16,937.447805942072,219,134.72791279401164,1072.1757187360836,1172.1757187360838,1,0.5,1172.1757187360838,Treatment
16,16,937.447805942072,220,-127.55961205642738,809.8881938856447,909.8881938856448,1,0.5,909.8881938856448,Treatment
17,13,975.5942851983583,221,223.14850453346872,1198.742789731827,1298.7427897318269,1,0.5,1298.7427897318269,Treatment
17,13,975.5942851983583,222,-174.92228071815225,800.672004480206,900.6720044802059,1,0.5,900.6720044802059,Treatment
17,13,975.5942851983583,223,160.02894855371682,1135.623233752075,1235.623233752075,1,0.5,1235.623233752075,Treatment
17,13,975.5942851983583,224,187.57775998310112,1163.1720451814595,1263.1720451814592,1,0.5,1263.1720451814592,Treatment
17,13,975.5942851983583,225,-153.8899787477712,821.7043064505871,921.704306450587,1,0.5,921.704306450587,Treatment
17,13,975.5942851983583,226,0.36979511758387834,975.9640803159422,1075.964080315942,1,0.5,1075.964080315942,Treatment
17,13,975.5942851983583,227,309.63577411681763,1285.2300593151758,1385.2300593151758,1,0.5,1385.2300593151758,Treatment
17,13,975.5942851983583,228,337.4959153385674,1313.0902005369257,1413.0902005369255,1,0.5,1413.0902005369255,Treatment
17,13,975.5942851983583,229,147.16176121808675,1122.756046416445,1222.7560464164449,1,0.5,1222.7560464164449,Treatment
17,13,975.5942851983583,230,69.75236452463122,1045.3466497229895,1145.3466497229895,1,0.5,1145.3466497229895,Treatment
17,13,975.5942851983583,231,112.22119507505948,1087.8154802734177,1187.8154802734177,1,0.5,1187.8154802734177,Treatment
17,13,975.5942851983583,232,121.45255501876228,1097.0468402171207,1197.0468402171205,1,0.5,1197.0468402171205,Treatment
17,13,975.5942851983583,233,-71.68795953646467,903.9063256618937,1003.9063256618936,1,0.5,1003.9063256618936,Treatment
18,12,945.6095273924013,234,9.152622130025973,954.7621495224273,1054.7621495224273,1,0.5,1054.7621495224273,Treatment
18,12,945.6095273924013,235,35.09121377648361,980.700741168885,1080.7007411688849,1,0.5,1080.7007411688849,Treatment
18,12,945.6095273924013,236,47.93063577854538,993.5401631709467,1093.5401631709467,1,0.5,1093.5401631709467,Treatment
18,12,945.6095273924013,237,75.22896893024054,1020.8384963226418,1120.838496322642,1,0.5,1120.838496322642,Treatment
18,12,945.6095273924013,238,-3.4597125097588775,942.1498148826424,1042.1498148826424,1,0.5,1042.1498148826424,Treatment
18,12,945.6095273924013,239,21.591905614823006,967.2014330072243,1067.2014330072243,1,0.5,1067.2014330072243,Treatment
18,12,945.6095273924013,240,-523.957467280684,421.65206011171733,521.6520601117173,1,0.5,521.6520601117173,Treatment
